Series Name,Series Code,Country Name,Country Code,1990,2000,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Population growth (annual %),SP.POP.GROW,India,IND,2.141140539,1.822184002,1.297548835,1.240362184,1.18779532,1.185046229,1.155624491,1.087527722,1.025310772,0.955220858,0.797216094,0.680372581
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.778290867,1.447088484,1.21281781,1.159506642,1.110854932,1.058942059,1.006439524,0.966206436,0.937689274,0.840389268,0.694717688,0.636555115
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,3.927634041,1.645391949,1.456505903,1.897214219,2.261784926,1.835807917,1.428825527,1.307882209,1.099593263,0.835176148,0.722822505,0.710745643
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,1.229559824,3.336246694,4.665418597,3.50227675,2.71497647,2.4594025,2.357692329,2.417560687,2.368388314,2.362111839,2.26888921,2.186916934
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.084413021,1.333042666,0.526556159,0.731001377,0.944845307,1.128834064,1.088675561,1.238875453,1.367626954,1.029110503,0.953898052,1.0636896
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,1.647121898,1.190189114,-0.230291765,-0.295168031,-0.3618152,-0.171213442,0.155660691,0.23303766,0.18842279,0.134540647,0.2578592,0.303350116
Population growth (annual %),SP.POP.GROW,Israel,ISR,3.094603009,2.642331913,1.866052895,1.919543799,1.981288976,1.960348962,1.938725674,1.926622865,1.90898264,1.763679392,1.610385828,1.965667853
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.083708573,0.045303631,1.159251117,0.917504096,-0.096376133,-0.169884073,-0.149861117,-0.19006364,-1.153028424,-0.487095092,-0.555357163,-0.428632459
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.783359845,0.611850749,0.481191238,0.410748099,0.354975146,0.294793626,0.202492606,0.12309148,0.068899222,0.236519558,0.257040922,-0.011246541
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.331782885,0.167275578,-0.144271883,-0.132694222,-0.106124994,-0.051137415,-0.081874296,-0.126880068,-0.140464978,-0.294194618,-0.459952416,-0.443851919
Population growth (annual %),SP.POP.GROW,Jordan,JOR,4.996459234,2.106594083,6.481928642,11.79401566,9.219917888,4.835850135,2.485009342,2.365102658,2.257509754,2.127362818,1.989076856,1.226636566
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,0.604342663,-0.300201487,1.439445356,1.472670873,1.461484685,1.42204614,1.360381269,1.314522985,1.28960849,1.298635325,1.299508438,3.215898096
